Date,SPY,QQQ,EFA,EEM,TLT,IEF,HYG,EMB,GLD,SLV,USO,DBC
2025-05-20,-8419.48175682478,-3338.8564702673775,4757.598806639408,-539.5367337648387,-10846.846176690344,-1278.3094133186514,-252.07442106622312,-774.1755709125906,12915.68213879037,7153.98225657086,437.4180340622568,3803.7436618121887
2025-05-21,-42485.958449344114,-13994.18660426835,-5893.725829598693,-1297.3023353711926,-25856.31954774806,-6953.635498512889,-3351.3430331889467,-4613.384178042562,5146.116193416812,3759.954282593588,-3141.370487076437,-420.25207630888343
2025-05-22,986.158373459078,1869.4657040158456,-568.5928621367385,-1626.3757138855353,7839.359953594298,3750.056642111752,1014.2536279629456,1672.3846702389305,-6230.692947722718,-4757.280410965262,-1336.00129397423,-1546.0362341254424
2025-05-23,-17122.959855480698,-9303.887511557738,1363.9724117950918,2059.198016494727,2485.858240068506,2883.5551919309105,-126.62420053789172,500.65794875652506,15168.85503358513,4166.73430524949,2516.1243314867593,1686.1856815200404
2025-05-27,51443.73403854488,23252.703668759434,14434.176302824137,-1191.153466276095,20789.496894502696,4150.566854702824,3030.5745259978103,3048.681865856443,-11966.10335151005,-2175.367668815109,-2099.521319505277,-2674.211784723338
2025-05-28,-14505.538561006519,-4441.674394465516,-11598.57317258565,-2281.876254732745,-6487.936431601239,-2765.0448609658697,-314.78649916762396,-1051.0928862543572,-1588.0124215287633,-2491.294872956504,1805.1483604374744,-991.2628784521809
2025-05-29,9849.29236958968,1963.7084623342719,4407.572530164906,1848.0635505279695,13818.690926784535,4144.663342640922,755.2060427034195,1713.6591440781551,4135.063353360846,3185.1629790960023,-2072.855211067818,-1564.3306179641795
2025-05-30,-2797.9684610139343,-1578.2430784263245,1464.854685854448,-6113.6193193777,2261.695313519024,2965.056480313716,440.03194617294304,0.0,-4619.0659991014745,-2985.091702094367,-119.10351504605168,-2290.123215015845
2025-06-02,14042.740654670168,7867.010292336904,10640.165529451158,3611.673780914635,-14025.528413349988,-3400.528766668481,-88.2717226588612,-194.02968376819342,18363.739245912908,15492.971394629343,7023.403311076593,6256.164702893548
2025-06-03,14215.98041409629,7786.644763311232,-7604.566455501891,1198.1170164576865,-2644.1062671776313,-958.3354468274375,946.3206295553,1605.6980382513948,-6226.4962494135425,-1427.8905290046137,975.3213015876453,1963.530615893249
2025-06-04,-670.9407696680361,2783.970787311622,4480.29038621013,6162.927264191476,24154.62790719505,7325.216448420095,944.4820721077768,1876.0312029967924,4494.919268864208,-955.7228252717975,-1580.1362625874463,-1120.4394008556847
2025-06-05,-12111.47059935055,-7555.34850286549,-670.8668683403121,2572.361557673716,1041.1101124271668,-2966.268141848428,-1070.598924705997,-1213.1037022000305,-3543.8708508518876,10441.56745939942,1694.571727344886,1399.9172754440524
2025-06-06,25541.530223037764,9727.864383262166,3572.2094364863187,1601.0313646334632,-19208.630872798163,-7988.3723729144485,-63.14687297735632,-773.5749012718927,-9454.817627463699,2210.6136195822683,4104.586700781275,2364.9580496388216
2025-06-09,2252.1924414945765,1470.958326848097,-111.30925853552017,4244.494219069948,1581.18067900387,1816.274008444994,252.2337477982119,1270.1943552802616,3295.2062456243825,6356.177084846049,1868.5370435883087,276.9990007760346
2025-06-10,14134.38744889822,6592.150398588528,1336.3892001245695,2844.8175356480933,7704.471779862541,1706.3863758278505,1195.8924949624832,2201.1316329464257,205.42754587179678,-1441.010125560888,-1253.0624292399325,-692.9776459127004
2025-06-11,-7140.228534085713,-3375.2497784456677,-1670.831810860247,2096.9129637014653,4534.609702991464,4147.53728432823,-125.74880887240509,1480.3399782404954,3778.387884831393,-2538.5353463737274,8798.03443715175,4817.695608202555
2025-06-12,9915.87430513117,2345.137987776842,7662.886195260885,836.2437314602846,17829.494260283638,4341.575933741775,565.6207558129104,875.1715471173785,8640.591625884723,999.8549487763592,613.8747802529989,0.0
2025-06-13,-28107.319155449808,-12634.401372219298,-12916.316273888977,-8001.81344878369,-14524.48470764039,-3705.0755291038113,-1509.746240170186,-3179.712455205321,9110.84586418963,-817.811947178657,13323.6553632767,9144.59992910518
